YelpLeaf,YelpParent1,YelpParent2,YelpParent3,MatchLeaf,MatchParent1,MatchParent2,MatchParent3,Tradition,Self-Expression,Utilitarian,Charisma,Egalitarian,Neighborliness,Formality,Exhibitionism,Glamour,Transgression,Rationality,Locality,State,Corporateness,Ethnicity
Farm Equipment Repair,Local Services,-,-,Farms,Farming equipment & services,-,-,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0
Farmers Market,Food,-,-,Farmers Markets,-,-,-,4.0,3.5,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.5,3.0,2.0,3.0
Farming Equipment,Shopping,-,-,Farms,Farming equipment & services,-,-,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0
Farms,Arts & Entertainment,-,-,Farms,-,-,-,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0
Farriers,Pet Services,Pets,-,Pet Care (except Veterinary) Services,-,-,-,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Fashion,Shopping,-,-,Department Stores,-,-,-,3.5,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.5,2.0,3.0,2.0,3.0,3.5,3.0
Fasil Music,Nightlife,-,-,Clubs,Night Life,-,-,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0
Fences & Gates,Home Services,-,-,Residential Building Construction,-,-,-,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0
Fencing Clubs,Active Life,-,-,Fitness & recreational sports centers,-,-,-,3.0,3.0,3.0,3.0,3.0,3.4,3.6,3.8,3.0,3.0,2.75,3.0,3.0,3.0,3.0
Feng Shui,Professional Services,-,-,Professional Organizations,-,-,-,3.0,3.0,3.5,3.0,3.0,3.0,3.5,2.0,3.0,2.0,3.5,3.0,3.0,3.0,3.0
Ferries,Transportation,Hotels & Travel,-,Boat-Charter & Cruises,-,-,-,3.5,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0
Fertility,Doctors,Health & Medical,-,Physicians & Surgeons,Physicians & Surgeons,-,-,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
Festivals,Arts & Entertainment,-,-,Festivals,-,-,-,3.0,3.0,2.0,3.0,4.0,3.5,2.5,3.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0
Filipino,Restaurants,-,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Financial Advising,Financial Services,-,-,Financial Planning Consultants,-,-,-,3.0,3.0,4.0,3.0,3.0,3.0,3.5,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0
Fingerprinting,Local Services,-,-,Municipal Police Services,Municipal Protective Services,"Local, Municipal and Regional Public Administration",-,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0
Firearm Training,Specialty Schools,Education,-,Schools-Academic-Special Purpose,-,-,-,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0
Fire Departments,Public Services & Government,-,-,Municipal Fire-Fighting Services,-,-,-,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
Fireplace Services,Home Services,-,-,Fireplaces,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Fire Protection Services,Home Services,-,-,Fire Protection Service,-,-,-,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Firewood,Home Services,-,-,Firewood,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Fireworks,Shopping,-,-,Fireworks,-,-,-,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
First Aid Classes,Specialty Schools,Education,-,Schools-Special Purpose,Specialized Schools,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Fischbroetchen,Restaurants,-,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Fishing,Active Life,-,-,Fishing & Hunting,-,-,-,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Fishmonger,Food,-,-,Fish & seafood markets,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,2.8,3.0,3.0,3.0,3.0,3.75,3.0,3.0,3.0
Fish & Chips,Restaurants,-,-,Fish & Chips,Restaurants,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Fitness & Instruction,Active Life,-,-,Exercise & Physical Fitness Programs,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.4,3.2,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Fitness/Exercise Equipment,Shopping,-,-,Gymnasiums-Equipment & Supplies,Fitness & Exercise,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0
Flatbread,Restaurants,-,-,Fast Food Restaurant,-,-,-,3.0,2.4,4.8,2.6,3.4,1.8,2.6,2.8,1.0,3.0,3.0,1.0,3.0,4.75,3.0
Flea Markets,Shopping,-,-,Flea Markets,-,-,-,3.5,3.0,3.0,3.0,4.0,4.0,2.0,3.0,2.5,3.0,3.0,3.5,3.0,2.0,3.0
Flemish,Belgian,Restaurants,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Flight Instruction,Specialty Schools,Education,-,Aircraft Schools,Specialized Schools,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,2.5,4.0,3.0,3.0,3.0,3.0
Float Spa,Health & Medical,-,-,Baths-Floating,"Barbers, Beauty Salons & Spas",-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0
Flooring,Home Services,-,-,Home Builders,-,-,-,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Floral Designers,Event Planning & Services,-,-,Flower Arranging Instruction,Florists,-,-,3.0,3.5,2.0,3.0,3.0,3.5,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
Florists,Flowers & Gifts,Shopping,-,Florists-Retail,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
Flowers & Gifts,Shopping,-,-,Florists-Retail,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
Flyboarding,Active Life,-,-,Sports-Aerial,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Fondue,Restaurants,-,-,Fondue Restaurant,-,-,-,3.2,3.4,3.0,3.0,3.0,3.0,3.2,3.0,3.75,3.0,3.0,3.0,3.0,3.0,3.0
Food Court,Restaurants,-,-,Fast Food Restaurant,-,-,-,3.0,2.4,4.8,2.6,3.4,1.8,2.6,2.8,1.0,3.0,3.0,1.0,3.0,4.75,3.0
Food Banks,Community Service/Non-Profit,Local Services,-,Community Food Services,-,-,-,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0
Food Delivery Services,Food,-,-,Food Service Management,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Food Safety Training,Specialty Schools,Education,-,Schools-Special Purpose,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Food Stands,Restaurants,-,-,Foods-Take-Out,Restaurants,-,-,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Food Tours,Tours,Hotels & Travel,-,Tour Operators,-,-,-,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0
Food Trucks,Food,-,-,Foods-Take-Out,Restaurants,-,-,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Soccer,Active Life,-,-,Soccer Clubs,-,-,-,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Foot Care,Beauty & Spas,-,-,Foot Care,Skin & scalp services & products,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,2.0,3.0,3.0,3.0,3.0
Forestry,Local Services,-,-,Forestry Consultants,Forests,-,-,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0
Formal Wear,Fashion,Shopping,-,Formal Wear,-,-,-,4.0,2.0,3.0,3.0,2.0,3.0,5.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0
Foundation Repair,Home Services,-,-,Homemakers Services,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Framing,Arts & Crafts,Shopping,-,Arts & Crafts-Retail,-,-,-,3.5,4.0,2.0,3.0,4.0,3.0,3.0,3.0,2.5,3.0,3.0,3.5,3.0,2.0,3.5
Franconian,German,Restaurants,-,German Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Free Diving,Diving,Active Life,-,Diving,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.2,3.0,3.0,3.0,2.75,3.0,3.0,3.0,3.0
Freiduria,Restaurants,-,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
French,Restaurants,-,-,French Restaurant,-,-,-,3.8,3.0,3.0,3.0,3.0,3.0,3.2,3.0,3.75,3.0,3.0,3.0,3.0,3.0,3.0
Friulan,Italian,Restaurants,-,Italian Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Frozen Food,Specialty Food,Food,-,Frozen Foods-Retail,-,-,-,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Fuel Docks,Automotive,-,-,Other Gasoline Stations,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Funeral Services & Cemeteries,Local Services,-,-,Funeral Planning,Community Services & Organizations,-,-,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0
Fun Fair,Festivals,Arts & Entertainment,-,Festivals,"Circus, Festivals & Outdoor Events",-,-,3.0,3.0,2.0,3.0,4.0,3.5,2.5,3.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0
Fur Clothing,Fashion,Shopping,-,Fur Stores,Other Clothing Stores,Clothing and Clothing Accessories Stores,Retail Trade,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0
Furniture Stores,Home & Garden,Shopping,-,Furniture Stores,Furniture and Home Furnishings Stores,Retail Trade,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Furniture Assembly,Home Services,-,-,Home Decor & Furnishings,Interior Decoration,-,-,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
Furniture Repair,Local Services,-,-,Antique Repair & Restoration,-,-,-,5.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,2.5,2.5,4.0,3.0,3.0,3.0
Fuzhou,Chinese,Restaurants,-,Chinese Restaurant,-,-,-,4.0,2.8,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Galician,Restaurants,-,-,Portuguese Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0
Art Galleries,Shopping,-,-,"Art Galleries, Dealers & Consultants",Arts Supplies & Services,-,-,3.0,3.5,2.0,5.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,1.0,3.0
Game Meat,Restaurants,-,-,Steak & Barbecue Restaurant,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Game Truck Rental,Event Planning & Services,-,-,Recreational Vehicles-Renting & Leasing,-,-,-,3.0,3.0,2.5,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Garage Door Services,Home Services,-,-,Homemakers Services,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Gardeners,Home Services,-,-,Landscaping Services,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Nurseries & Gardening,Home & Garden,Shopping,-,Nursery Stores and Garden Centres,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0
Botanical Gardens,Arts & Entertainment,-,-,Botanical Gardens,-,-,-,3.0,3.6,2.2,3.0,3.4,3.4,2.6,3.0,3.0,2.75,3.0,3.75,3.0,3.0,4.5
Gastroenterologist,Doctors,Health & Medical,-,Physicians & Surgeons,-,-,-,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
Gastropubs,Restaurants,-,-,Gourmet Restaurant,-,-,-,3.0,3.4,2.4,3.2,1.6,3.0,4.6,3.4,4.0,2.25,3.0,3.0,3.0,3.0,3.0
Gay Bars,Bars,Nightlife,-,Bars & Pubs,-,-,-,3.0,3.0,1.8,3.2,3.0,3.8,3.0,3.2,3.0,3.0,2.25,3.5,2.75,3.0,3.0
Gelato,Food,-,-,Gourmet Shops,Foods,General,-,3.0,3.0,2.0,2.5,1.5,3.0,3.5,3.0,3.0,2.5,3.0,3.0,3.0,4.0,3.0
Gemstones & Minerals,Shopping,-,-,Jewellers-Retail,-,-,-,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,2.5,3.0,3.0,4.0,3.0
General Litigation,Lawyers,Professional Services,-,Lawyers,-,-,-,3.0,2.0,3.0,2.5,3.0,2.0,4.0,3.0,3.0,2.0,4.0,2.5,4.0,3.0,3.0
General Dentistry,Dentists,Health & Medical,-,Dentists,Dental Care,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
General Festivals,Festivals,Arts & Entertainment,-,Festivals,"Circus, Festivals & Outdoor Events",-,-,3.0,3.0,2.0,3.0,4.0,3.5,2.5,3.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0
Generator Installation/Repair,Local Services,-,-,Electrical Contractors,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
Geneticists,Doctors,Health & Medical,-,Physicians & Surgeons,-,-,-,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
Georgian,Restaurants,-,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
German,Restaurants,-,-,German Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Gerontologists,Doctors,Health & Medical,-,Physicians & Surgeons,-,-,-,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
Gestorias,Local Services,-,-,Management Consultants,-,-,-,2.5,2.5,4.0,2.0,3.0,3.0,3.5,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0
Giblets,Restaurants,-,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Gift Shops,Flowers & Gifts,Shopping,-,Gift Shops,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0
Glass & Mirrors,Home Services,-,-,Glass-Stained & Leaded,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Glass Blowing,Art Classes,Education,-,Engravers-Glass,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Gliding,Active Life,-,-,Sports-Aerial,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Mulled Wine,Food,-,-,Wine Bars,-,-,-,3.0,3.0,2.0,3.0,2.4,3.6,3.8,3.2,3.75,2.25,2.5,3.25,3.0,3.0,3.0
Gluten-Free,Restaurants,-,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Go Karts,Active Life,-,-,Go-Karts,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Gold Buyers,Shopping,-,-,"Gold, Silver & Platinum Buyers & Dealers",-,-,-,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.5,3.0,3.0,3.0,3.0,3.5,3.0
Golf,Active Life,-,-,golf courses,-,-,-,3.0,3.0,2.2,3.0,3.0,3.0,3.6,3.0,3.0,2.25,3.0,3.0,3.0,3.5,3.0
Golf Cart Dealers,Automotive,-,-,Golf Cars & Carts,Golf,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Golf Cart Rentals,Event Planning & Services,-,-,Golf Equipment & Supplies-Retail,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0
Golf Equipment,Sporting Goods,Shopping,-,Golf Equipment & Supplies-Retail,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0
Golf Lessons,Fitness & Instruction,Active Life,-,Golf Instruction,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
Specialty Food,Food,-,-,All Other Specialty Food Stores,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0
Gozleme,Turkish,Restaurants,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Graphic Design,Professional Services,-,-,Graphic Design Services,-,-,-,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Greek,Restaurants,-,-,Greek Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Grilling Equipment,Home & Garden,Shopping,-,Barbecue Equipment & Supplies,Garden & Lawn,-,-,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Grill Services,Local Services,-,-,Food Service Contractors,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Grocery,Food,-,-,Grocers-Retail,Foods,General,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Pet Groomers,Pet Services,Pets,-,Pet Care (except Veterinary) Services,-,-,-,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Grout Services,Home Services,-,-,Homemakers Services,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Guamanian,Restaurants,-,-,Restaurants,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Guest Houses,Hotels & Travel,-,-,Hotels,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
Guitar Stores,Musical Instrument Services,Local Services,-,Musical Instruments-Dealers,-,-,-,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0
Gun/Rifle Ranges,Active Life,-,-,Recreation Centres-Outdoor,-,-,-,3.0,3.0,2.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Guns & Ammo,Shopping,-,-,Guns & Gunsmiths,Hunting & Guns,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Gunsmith,Local Services,-,-,Guns & Gunsmiths,Hunting & Guns,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Gutter Services,Home Services,-,-,Homemakers Services,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Gymnastics,Active Life,-,-,Gymnastics Clubs,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Gyms,Fitness & Instruction,Active Life,-,Exercise & Physical Fitness Programs,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.4,3.2,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Gyudon,Donburi,Japanese,Restaurants,Japanese Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Habilitative Services,Health & Medical,-,-,Rehabilitation Services,-,-,-,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Hainan,Chinese,Restaurants,-,Chinese Restaurant,-,-,-,4.0,2.8,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Hair Salons,Beauty & Spas,-,-,Beauty Salons,"Barbers, Beauty Salons & Spas",-,-,3.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0
Hair Extensions,Beauty & Spas,-,-,Hairstylists,"Barbers, Beauty Salons & Spas",-,-,3.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0
Hair Loss Centers,Beauty & Spas,-,-,Wigs & Hairpieces-Retail,Skin & scalp services & products,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.5,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0
Hair Removal,Beauty & Spas,-,-,Hair Removal,Skin & scalp services & products,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0
Hair Stylists,Hair Salons,Beauty & Spas,-,Hairstylists,"Barbers, Beauty Salons & Spas",-,-,3.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0
Haitian,Caribbean,Restaurants,-,Caribbean Restaurant,-,-,-,4.0,2.8,3.0,3.0,3.0,3.0,3.0,3.4,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Hakka,Chinese,Restaurants,-,Chinese Restaurant,-,-,-,4.0,2.8,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Halal,Restaurants,-,-,Restaurants,Restaurants,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Halfway Houses,Health & Medical,-,-,Health & Social Service Centre (HSSC),Hospitals & Clinics,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Halotherapy,Health & Medical,-,-,Health Service,-,-,-,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Handball,Active Life,-,-,Basketball Clubs,-,-,-,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Hand Rolls,Japanese,Restaurants,-,Japanese Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Handyman,Home Services,-,-,Homemakers Services,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Hang Gliding,Active Life,-,-,Sports-Aerial,-,-,-,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
Hardware Stores,Home & Garden,Shopping,-,Hardware Stores,Building Material and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,Retail Trade,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Hats,Fashion,Shopping,-,Hats-Retail,-,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Haunted Houses,Arts & Entertainment,-,-,Amusement and Theme Parks,-,-,-,3.0,3.0,2.0,3.5,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0
Hawaiian,Restaurants,-,-,Hawaiian Restaurant,-,-,-,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5
Hawker Centre,Food,-,-,Community Food Services,-,-,-,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0
Hazardous Waste Disposal,Local Services,-,-,Toxic Waste,Waste,-,-,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0
